"189088;""20300"";""MBG0095"";""BU0363AD02"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD02"";""38.6"""
"189089;""20300"";""MBG0095"";""BU0363AD02"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD02"";""30.9"""
"189092;""20300"";""MBG0095"";""BU0363AD03"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD03"";""37.5"""
"189093;""20300"";""MBG0095"";""BU0363AD03"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD03"";""40.4"""
"189094;""20300"";""MBG0095"";""BU0363AD03"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD03"";""33.5"""
"189097;""20300"";""MBG0095"";""BU0363AD04"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD04"";""32.4"""
"189098;""20300"";""MBG0095"";""BU0363AD04"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD04"";""35.6"""
"189099;""20300"";""MBG0095"";""BU0363AD04"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD04"";""29.2"""
"189102;""20300"";""MBG0095"";""BU0363AD05"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD05"";""40.4"""
"189103;""20300"";""MBG0095"";""BU0363AD05"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD05"";""39.8"""
"189104;""20300"";""MBG0095"";""BU0363AD05"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD05"";""30.1"""
"189107;""20300"";""MBG0095"";""BU0363AD06"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD06"";""30.1"""
"189108;""20300"";""MBG0095"";""BU0363AD06"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD06"";""35"""
"189109;""20300"";""MBG0095"";""BU0363AD06"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD06"";""30.6"""
"189112;""20300"";""MBG0095"";""BU0363AD07"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD07"";""26.6"""
"189113;""20300"";""MBG0095"";""BU0363AD07"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD07"";""40.9"""
"189114;""20300"";""MBG0095"";""BU0363AD07"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD07"";""33.7"""
"189117;""20300"";""MBG0095"";""BU0363AD08"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD08"";""36.6"""
"189118;""20300"";""MBG0095"";""BU0363AD08"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD08"";""39.2"""
"189119;""20300"";""MBG0095"";""BU0363AD08"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AD08"";""34.8"""
"189122;""20300"";""MBG0095"";""WK0363AE  "";""2020JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AE  "";""31.1"""
"189123;""20300"";""MBG0095"";""WK0363AE  "";""2022JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AE  "";""40.9"""
"189124;""20300"";""MBG0095"";""WK0363AE  "";""2024JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AE  "";""30.3"""
"189127;""20300"";""MBG0095"";""BU0363AE01"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE01"";""30.3"""
"189128;""20300"";""MBG0095"";""BU0363AE01"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE01"";""42.6"""
"189129;""20300"";""MBG0095"";""BU0363AE01"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE01"";""30.1"""
"189132;""20300"";""MBG0095"";""BU0363AE02"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE02"";""35.6"""
"189133;""20300"";""MBG0095"";""BU0363AE02"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE02"";""45.3"""
"189134;""20300"";""MBG0095"";""BU0363AE02"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE02"";""34.5"""
"189137;""20300"";""MBG0095"";""BU0363AE03"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE03"";""35.3"""
"189138;""20300"";""MBG0095"";""BU0363AE03"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE03"";""40.5"""
"189139;""20300"";""MBG0095"";""BU0363AE03"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE03"";""32.3"""
"189142;""20300"";""MBG0095"";""BU0363AE04"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE04"";""35.8"""
"189143;""20300"";""MBG0095"";""BU0363AE04"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE04"";""36.1"""
"189144;""20300"";""MBG0095"";""BU0363AE04"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE04"";""28.2"""
"189147;""20300"";""MBG0095"";""BU0363AE05"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE05"";""31.6"""
"189148;""20300"";""MBG0095"";""BU0363AE05"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE05"";""44.4"""
"189149;""20300"";""MBG0095"";""BU0363AE05"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AE05"";""31.4"""
"189152;""20300"";""MBG0095"";""WK0363AF  "";""2020JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AF  "";""22.5"""
"189153;""20300"";""MBG0095"";""WK0363AF  "";""2022JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AF  "";""29.3"""
"189154;""20300"";""MBG0095"";""WK0363AF  "";""2024JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AF  "";""23.9"""
"189157;""20300"";""MBG0095"";""BU0363AF01"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF01"";""23.5"""
"189158;""20300"";""MBG0095"";""BU0363AF01"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF01"";""34.7"""
"189159;""20300"";""MBG0095"";""BU0363AF01"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF01"";""24.6"""
"189162;""20300"";""MBG0095"";""BU0363AF02"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF02"";""24.8"""
"189163;""20300"";""MBG0095"";""BU0363AF02"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF02"";""29.4"""
"189164;""20300"";""MBG0095"";""BU0363AF02"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF02"";""24.5"""
"189167;""20300"";""MBG0095"";""BU0363AF03"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF03"";""22.1"""
"189168;""20300"";""MBG0095"";""BU0363AF03"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF03"";""33.5"""
"189169;""20300"";""MBG0095"";""BU0363AF03"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF03"";""25.3"""
"189172;""20300"";""MBG0095"";""BU0363AF04"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF04"";""25.4"""
"189173;""20300"";""MBG0095"";""BU0363AF04"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF04"";""31.8"""
"189174;""20300"";""MBG0095"";""BU0363AF04"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF04"";""27.2"""
"189177;""20300"";""MBG0095"";""BU0363AF05"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF05"";""29.9"""
"189178;""20300"";""MBG0095"";""BU0363AF05"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF05"";""33.3"""
"189179;""20300"";""MBG0095"";""BU0363AF05"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF05"";""26.6"""
"189182;""20300"";""MBG0095"";""BU0363AF06"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF06"";""22.3"""
"189183;""20300"";""MBG0095"";""BU0363AF06"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF06"";""29.1"""
"189184;""20300"";""MBG0095"";""BU0363AF06"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF06"";""25.2"""
"189187;""20300"";""MBG0095"";""BU0363AF07"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF07"";""20"""
"189188;""20300"";""MBG0095"";""BU0363AF07"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF07"";""27.4"""
"189189;""20300"";""MBG0095"";""BU0363AF07"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF07"";""21.9"""
"189192;""20300"";""MBG0095"";""BU0363AF08"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF08"";""25.9"""
"189193;""20300"";""MBG0095"";""BU0363AF08"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF08"";""31.6"""
"189194;""20300"";""MBG0095"";""BU0363AF08"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF08"";""27.3"""
"189197;""20300"";""MBG0095"";""BU0363AF09"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF09"";""24.7"""
"189198;""20300"";""MBG0095"";""BU0363AF09"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF09"";""28.4"""
"189199;""20300"";""MBG0095"";""BU0363AF09"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AF09"";""25.5"""
"189202;""20300"";""MBG0095"";""WK0363AG  "";""2020JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AG  "";""20.2"""
"189203;""20300"";""MBG0095"";""WK0363AG  "";""2022JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AG  "";""27.8"""
"189204;""20300"";""MBG0095"";""WK0363AG  "";""2024JJ00"";""Amsterdam                               "";""Wijk    "";""WK0363AG  "";""24.9"""
"189207;""20300"";""MBG0095"";""BU0363AG01"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG01"";""23.3"""
"189208;""20300"";""MBG0095"";""BU0363AG01"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG01"";""29.4"""
"189209;""20300"";""MBG0095"";""BU0363AG01"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG01"";""26.6"""
"189212;""20300"";""MBG0095"";""BU0363AG02"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG02"";""33.5"""
"189213;""20300"";""MBG0095"";""BU0363AG02"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG02"";""39.8"""
"189214;""20300"";""MBG0095"";""BU0363AG02"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG02"";""33.4"""
"189217;""20300"";""MBG0095"";""BU0363AG03"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG03"";""27.9"""
"189218;""20300"";""MBG0095"";""BU0363AG03"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG03"";""38.1"""
"189219;""20300"";""MBG0095"";""BU0363AG03"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG03"";""29.8"""
"189222;""20300"";""MBG0095"";""BU0363AG04"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG04"";""23.5"""
"189223;""20300"";""MBG0095"";""BU0363AG04"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG04"";""29.8"""
"189224;""20300"";""MBG0095"";""BU0363AG04"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG04"";""25.8"""
"189227;""20300"";""MBG0095"";""BU0363AG05"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG05"";""18.8"""
"189228;""20300"";""MBG0095"";""BU0363AG05"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG05"";""25.8"""
"189229;""20300"";""MBG0095"";""BU0363AG05"";""2024JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG05"";""23.6"""
"189232;""20300"";""MBG0095"";""BU0363AG06"";""2020JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG06"";""18.5"""
"189233;""20300"";""MBG0095"";""BU0363AG06"";""2022JJ00"";""Amsterdam                               "";""Buurt   "";""BU0363AG06"";""25.4"""
