"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4"
"337";"BU01411405";"Almelo                                  ";"Buurt     ";"BU01411405";"1"
"338";"BU01411406";"Almelo                                  ";"Buurt     ";"BU01411406";"1"
"339";"BU01411409";"Almelo                                  ";"Buurt     ";"BU01411409";"1"
"340";"WK014115  ";"Almelo                                  ";"Wijk      ";"WK014115  ";"1"
"341";"BU01411500";"Almelo                                  ";"Buurt     ";"BU01411500";"1"
"342";"BU01411501";"Almelo                                  ";"Buurt     ";"BU01411501";"1"
"343";"BU01411502";"Almelo                                  ";"Buurt     ";"BU01411502";"1"
"344";"WK014116  ";"Almelo                                  ";"Wijk      ";"WK014116  ";"1"
"345";"BU01411600";"Almelo                                  ";"Buurt     ";"BU01411600";"1"
"346";"BU01411601";"Almelo                                  ";"Buurt     ";"BU01411601";"1"
"347";"BU01411602";"Almelo                                  ";"Buurt     ";"BU01411602";"1"
"348";"BU01411603";"Almelo                                  ";"Buurt     ";"BU01411603";"1"
"349";"BU01411604";"Almelo                                  ";"Buurt     ";"BU01411604";"1"
"350";"BU01411605";"Almelo                                  ";"Buurt     ";"BU01411605";"1"
"351";"WK014117  ";"Almelo                                  ";"Wijk      ";"WK014117  ";"1"
"352";"BU01411700";"Almelo                                  ";"Buurt     ";"BU01411700";"1"
"353";"BU01411701";"Almelo                                  ";"Buurt     ";"BU01411701";"1"
"354";"BU01411702";"Almelo                                  ";"Buurt     ";"BU01411702";"1"
"355";"BU01411703";"Almelo                                  ";"Buurt     ";"BU01411703";"1"
"356";"BU01411709";"Almelo                                  ";"Buurt     ";"BU01411709";"1"
"357";"WK014118  ";"Almelo                                  ";"Wijk      ";"WK014118  ";"1"
"358";"BU01411800";"Almelo                                  ";"Buurt     ";"BU01411800";"1"
"359";"BU01411801";"Almelo                                  ";"Buurt     ";"BU01411801";"1"
"360";"BU01411802";"Almelo                                  ";"Buurt     ";"BU01411802";"1"
"361";"BU01411803";"Almelo                                  ";"Buurt     ";"BU01411803";"1"
"362";"BU01411804";"Almelo                                  ";"Buurt     ";"BU01411804";"1"
"363";"BU01411805";"Almelo                                  ";"Buurt     ";"BU01411805";"1"
"364";"BU01411806";"Almelo                                  ";"Buurt     ";"BU01411806";"1"
"365";"WK014119  ";"Almelo                                  ";"Wijk      ";"WK014119  ";"1"
"366";"BU01411900";"Almelo                                  ";"Buurt     ";"BU01411900";"1"
"367";"BU01411901";"Almelo                                  ";"Buurt     ";"BU01411901";"1"
"368";"BU01411902";"Almelo                                  ";"Buurt     ";"BU01411902";"1"
"369";"BU01411903";"Almelo                                  ";"Buurt     ";"BU01411903";"1"
"370";"BU01411904";"Almelo                                  ";"Buurt     ";"BU01411904";"1"
"371";"BU01411905";"Almelo                                  ";"Buurt     ";"BU01411905";"1"
"372";"BU01411906";"Almelo                                  ";"Buurt     ";"BU01411906";"1"
"373";"BU01411907";"Almelo                                  ";"Buurt     ";"BU01411907";"1"
"374";"BU01411908";"Almelo                                  ";"Buurt     ";"BU01411908";"1"
"375";"BU01411909";"Almelo                                  ";"Buurt     ";"BU01411909";"1"
"376";"BU01411910";"Almelo                                  ";"Buurt     ";"BU01411910";"1"
"377";"BU01411920";"Almelo                                  ";"Buurt     ";"BU01411920";"1"
"378";"WK014120  ";"Almelo                                  ";"Wijk      ";"WK014120  ";"1"
"379";"BU01412000";"Almelo                                  ";"Buurt     ";"BU01412000";"1"
"380";"BU01412001";"Almelo                                  ";"Buurt     ";"BU01412001";"1"
"381";"WK014121  ";"Almelo                                  ";"Wijk      ";"WK014121  ";"1"
"382";"BU01412100";"Almelo                                  ";"Buurt     ";"BU01412100";"1"
"383";"BU01412109";"Almelo                                  ";"Buurt     ";"BU01412109";"1"
"384";"GM0034    ";"Almere                                  ";"Gemeente  ";"GM0034    ";"1"
"385";"WK003401  ";"Almere                                  ";"Wijk      ";"WK003401  ";"1"
"386";"BU00340101";"Almere                                  ";"Buurt     ";"BU00340101";"1"
"387";"BU00340102";"Almere                                  ";"Buurt     ";"BU00340102";"1"
"388";"WK003402  ";"Almere                                  ";"Wijk      ";"WK003402  ";"1"
"389";"BU00340201";"Almere                                  ";"Buurt     ";"BU00340201";"1"
"390";"BU00340202";"Almere                                  ";"Buurt     ";"BU00340202";"1"
"391";"BU00340203";"Almere                                  ";"Buurt     ";"BU00340203";"1"
"392";"BU00340204";"Almere                                  ";"Buurt     ";"BU00340204";"1"
"393";"BU00340205";"Almere                                  ";"Buurt     ";"BU00340205";"1"
"394";"WK003403  ";"Almere                                  ";"Wijk      ";"WK003403  ";"1"
"395";"BU00340301";"Almere                                  ";"Buurt     ";"BU00340301";"1"
"396";"BU00340302";"Almere                                  ";"Buurt     ";"BU00340302";"1"
"397";"BU00340303";"Almere                                  ";"Buurt     ";"BU00340303";"1"
"398";"BU00340304";"Almere                                  ";"Buurt     ";"BU00340304";"1"
"399";"WK003404  ";"Almere                                  ";"Wijk      ";"WK003404  ";"1"
"400";"BU00340401";"Almere                                  ";"Buurt     ";"BU00340401";"1"
"401";"BU00340402";"Almere                                  ";"Buurt     ";"BU00340402";"1"
"402";"BU00340403";"Almere                                  ";"Buurt     ";"BU00340403";"1"
"403";"WK003405  ";"Almere                                  ";"Wijk      ";"WK003405  ";"1"
"404";"BU00340501";"Almere                                  ";"Buurt     ";"BU00340501";"1"
"405";"BU00340502";"Almere                                  ";"Buurt     ";"BU00340502";"1"
"406";"BU00340503";"Almere                                  ";"Buurt     ";"BU00340503";"1"
"407";"BU00340504";"Almere                                  ";"Buurt     ";"BU00340504";"1"
"408";"WK003406  ";"Almere                                  ";"Wijk      ";"WK003406  ";"1"
"409";"BU00340601";"Almere                                  ";"Buurt     ";"BU00340601";"1"
"410";"BU00340602";"Almere                                  ";"Buurt     ";"BU00340602";"1"
"411";"BU00340603";"Almere                                  ";"Buurt     ";"BU00340603";"1"
"412";"BU00340604";"Almere                                  ";"Buurt     ";"BU00340604";"1"
"413";"BU00340605";"Almere                                  ";"Buurt     ";"BU00340605";"1"
"414";"BU00340606";"Almere                                  ";"Buurt     ";"BU00340606";"1"
"415";"WK003407  ";"Almere                                  ";"Wijk      ";"WK003407  ";"1"
"416";"BU00340701";"Almere                                  ";"Buurt     ";"BU00340701";"1"
"417";"BU00340702";"Almere                                  ";"Buurt     ";"BU00340702";"1"
"418";"BU00340703";"Almere                                  ";"Buurt     ";"BU00340703";"1"
"419";"BU00340704";"Almere                                  ";"Buurt     ";"BU00340704";"1"
"420";"WK003408  ";"Almere                                  ";"Wijk      ";"WK003408  ";"1"
"421";"BU00340801";"Almere                                  ";"Buurt     ";"BU00340801";"1"
"422";"BU00340802";"Almere                                  ";"Buurt     ";"BU00340802";"1"
"423";"BU00340803";"Almere                                  ";"Buurt     ";"BU00340803";"1"
"424";"WK003409  ";"Almere                                  ";"Wijk      ";"WK003409  ";"1"
"425";"BU00340901";"Almere                                  ";"Buurt     ";"BU00340901";"1"
"426";"BU00340902";"Almere                                  ";"Buurt     ";"BU00340902";"1"
"427";"WK003410  ";"Almere                                  ";"Wijk      ";"WK003410  ";"1"
"428";"BU00341001";"Almere                                  ";"Buurt     ";"BU00341001";"1"
"429";"BU00341002";"Almere                                  ";"Buurt     ";"BU00341002";"1"
"430";"BU00341003";"Almere                                  ";"Buurt     ";"BU00341003";"1"
"431";"WK003411  ";"Almere                                  ";"Wijk      ";"WK003411  ";"1"
"432";"BU00341101";"Almere                                  ";"Buurt     ";"BU00341101";"1"
"433";"BU00341102";"Almere                                  ";"Buurt     ";"BU00341102";"1"
"434";"WK003414  ";"Almere                                  ";"Wijk      ";"WK003414  ";"1"
"435";"BU00341401";"Almere                                  ";"Buurt     ";"BU00341401";"1"
"436";"WK003415  ";"Almere                                  ";"Wijk      ";"WK003415  ";"1"
"437";"BU00341501";"Almere                                  ";"Buurt     ";"BU00341501";"1"
"438";"WK003416  ";"Almere                                  ";"Wijk      ";"WK003416  ";"1"
"439";"BU00341601";"Almere                                  ";"Buurt     ";"BU00341601";"1"
"440";"BU00341602";"Almere                                  ";"Buurt     ";"BU00341602";"1"
"441";"WK003417  ";"Almere                                  ";"Wijk      ";"WK003417  ";"1"
"442";"BU00341701";"Almere                                  ";"Buurt     ";"BU00341701";"1"
"443";"BU00341702";"Almere                                  ";"Buurt     ";"BU00341702";"1"
"444";"BU00341703";"Almere                                  ";"Buurt     ";"BU00341703";"1"
"445";"BU00341704";"Almere                                  ";"Buurt     ";"BU00341704";"1"
"446";"BU00341705";"Almere                                  ";"Buurt     ";"BU00341705";"1"
"447";"WK003418  ";"Almere                                  ";"Wijk      ";"WK003418  ";"1"
"448";"BU00341801";"Almere                                  ";"Buurt     ";"BU00341801";"1"
"449";"BU00341802";"Almere                                  ";"Buurt     ";"BU00341802";"1"
"450";"BU00341803";"Almere                                  ";"Buurt     ";"BU00341803";"1"
"451";"BU00341804";"Almere                                  ";"Buurt     ";"BU00341804";"1"
"452";"BU00341805";"Almere                                  ";"Buurt     ";"BU00341805";"1"
"453";"BU00341806";"Almere                                  ";"Buurt     ";"BU00341806";"1"
"454";"BU00341807";"Almere                                  ";"Buurt     ";"BU00341807";"1"
"455";"BU00341808";"Almere                                  ";"Buurt     ";"BU00341808";"1"
"456";"WK003419  ";"Almere                                  ";"Wijk      ";"WK003419  ";"1"
"457";"BU00341901";"Almere                                  ";"Buurt     ";"BU00341901";"1"
"458";"BU00341902";"Almere                                  ";"Buurt     ";"BU00341902";"1"
"459";"BU00341903";"Almere                                  ";"Buurt     ";"BU00341903";"1"
"460";"BU00341904";"Almere                                  ";"Buurt     ";"BU00341904";"1"
"461";"WK003420  ";"Almere                                  ";"Wijk      ";"WK003420  ";"1"
"462";"BU00342001";"Almere                                  ";"Buurt     ";"BU00342001";"1"
"463";"BU00342002";"Almere                                  ";"Buurt     ";"BU00342002";"1"
"464";"BU00342003";"Almere                                  ";"Buurt     ";"BU00342003";"1"
"465";"BU00342004";"Almere                                  ";"Buurt     ";"BU00342004";"1"
"466";"BU00342005";"Almere                                  ";"Buurt     ";"BU00342005";"1"
"467";"WK003421  ";"Almere                                  ";"Wijk      ";"WK003421  ";"1"
"468";"BU00342101";"Almere                                  ";"Buurt     ";"BU00342101";"1"
"469";"BU00342102";"Almere                                  ";"Buurt     ";"BU00342102";"1"
"470";"BU00342103";"Almere                                  ";"Buurt     ";"BU00342103";"1"
"471";"WK003422  ";"Almere                                  ";"Wijk      ";"WK003422  ";"1"
"472";"BU00342201";"Almere                                  ";"Buurt     ";"BU00342201";"1"
"473";"BU00342202";"Almere                                  ";"Buurt     ";"BU00342202";"1"
"474";"BU00342203";"Almere                                  ";"Buurt     ";"BU00342203";"1"
"475";"BU00342204";"Almere                                  ";"Buurt     ";"BU00342204";"1"
"476";"BU00342205";"Almere                                  ";"Buurt     ";"BU00342205";"1"
"477";"BU00342206";"Almere                                  ";"Buurt     ";"BU00342206";"1"
"478";"WK003423  ";"Almere                                  ";"Wijk      ";"WK003423  ";"1"
"479";"BU00342301";"Almere                                  ";"Buurt     ";"BU00342301";"1"
"480";"BU00342302";"Almere                                  ";"Buurt     ";"BU00342302";"1"
"481";"BU00342303";"Almere                                  ";"Buurt     ";"BU00342303";"1"
"482";"BU00342304";"Almere                                  ";"Buurt     ";"BU00342304";"1"
"483";"WK003424  ";"Almere                                  ";"Wijk      ";"WK003424  ";"1"
"484";"BU00342401";"Almere                                  ";"Buurt     ";"BU00342401";"1"
"485";"BU00342402";"Almere                                  ";"Buurt     ";"BU00342402";"1"
"486";"BU00342403";"Almere                                  ";"Buurt     ";"BU00342403";"1"
"487";"BU00342404";"Almere                                  ";"Buurt     ";"BU00342404";"1"
"488";"BU00342405";"Almere                                  ";"Buurt     ";"BU00342405";"1"
"489";"BU00342406";"Almere                                  ";"Buurt     ";"BU00342406";"1"
