"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"MoeiteMetRondkomen_32"
"23856";"20300";"MW00000";"BU17110417";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110417";"17.9"
"23857";"20300";"MW00000";"BU17110417";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110417";"11.6"
"23858";"20300";"MW00000";"BU17110417";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110417";"17.9"
"23859";"20300";"MW00000";"BU17110417";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110417";"13.9"
"23860";"20300";"MW00000";"BU17110418";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110418";
"23861";"20300";"MW00000";"BU17110418";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110418";
"23862";"20300";"MW00000";"BU17110418";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110418";
"23863";"20300";"MW00000";"BU17110418";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110418";
"23864";"20300";"MW00000";"BU17110418";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110418";
"23865";"20300";"MW00000";"BU17110419";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110419";
"23866";"20300";"MW00000";"BU17110419";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110419";
"23867";"20300";"MW00000";"BU17110419";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110419";
"23868";"20300";"MW00000";"BU17110419";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110419";
"23869";"20300";"MW00000";"BU17110419";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110419";
"23870";"20300";"MW00000";"BU17110456";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110456";
"23871";"20300";"MW00000";"BU17110456";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110456";
"23872";"20300";"MW00000";"BU17110456";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110456";
"23873";"20300";"MW00000";"BU17110456";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110456";
"23874";"20300";"MW00000";"BU17110456";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110456";
"23875";"20300";"MW00000";"WK171105  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171105  ";"21.3"
"23876";"20300";"MW00000";"WK171105  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171105  ";"17.7"
"23877";"20300";"MW00000";"WK171105  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171105  ";"11.5"
"23878";"20300";"MW00000";"WK171105  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171105  ";"18.7"
"23879";"20300";"MW00000";"WK171105  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171105  ";"13.3"
"23880";"20300";"MW00000";"BU17110520";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110520";
"23881";"20300";"MW00000";"BU17110520";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110520";
"23882";"20300";"MW00000";"BU17110520";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110520";
"23883";"20300";"MW00000";"BU17110520";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110520";
"23884";"20300";"MW00000";"BU17110520";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110520";
"23885";"20300";"MW00000";"BU17110521";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110521";"11.9"
"23886";"20300";"MW00000";"BU17110521";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110521";"8.7"
"23887";"20300";"MW00000";"BU17110521";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110521";"4.9"
"23888";"20300";"MW00000";"BU17110521";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110521";"9.6"
"23889";"20300";"MW00000";"BU17110521";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110521";"6.7"
"23890";"20300";"MW00000";"BU17110522";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110522";
"23891";"20300";"MW00000";"BU17110522";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110522";
"23892";"20300";"MW00000";"BU17110522";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110522";
"23893";"20300";"MW00000";"BU17110522";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110522";
"23894";"20300";"MW00000";"BU17110522";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110522";
"23895";"20300";"MW00000";"BU17110523";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110523";
"23896";"20300";"MW00000";"BU17110523";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110523";
"23897";"20300";"MW00000";"BU17110523";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110523";
"23898";"20300";"MW00000";"BU17110523";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110523";
"23899";"20300";"MW00000";"BU17110523";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110523";
"23900";"20300";"MW00000";"BU17110524";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110524";"22"
"23901";"20300";"MW00000";"BU17110524";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110524";"18.8"
"23902";"20300";"MW00000";"BU17110524";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110524";"12.5"
"23903";"20300";"MW00000";"BU17110524";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110524";"20.4"
"23904";"20300";"MW00000";"BU17110524";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110524";"15.2"
"23905";"20300";"MW00000";"BU17110525";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110525";"24.5"
"23906";"20300";"MW00000";"BU17110525";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110525";"20.2"
"23907";"20300";"MW00000";"BU17110525";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110525";"13.3"
"23908";"20300";"MW00000";"BU17110525";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110525";"21.7"
"23909";"20300";"MW00000";"BU17110525";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110525";"14.7"
"23910";"20300";"MW00000";"BU17110526";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110526";"11.2"
"23911";"20300";"MW00000";"BU17110526";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110526";"8.3"
"23912";"20300";"MW00000";"BU17110526";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110526";"3.7"
"23913";"20300";"MW00000";"BU17110526";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110526";"7.7"
"23914";"20300";"MW00000";"BU17110526";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110526";"5.8"
"23915";"20300";"MW00000";"BU17110527";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110527";
"23916";"20300";"MW00000";"BU17110527";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110527";
"23917";"20300";"MW00000";"BU17110527";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110527";
"23918";"20300";"MW00000";"BU17110527";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110527";
"23919";"20300";"MW00000";"BU17110527";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110527";
"23920";"20300";"MW00000";"BU17110547";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110547";
"23921";"20300";"MW00000";"BU17110547";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110547";
"23922";"20300";"MW00000";"BU17110547";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110547";
"23923";"20300";"MW00000";"BU17110547";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110547";
"23924";"20300";"MW00000";"BU17110547";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110547";
"23925";"20300";"MW00000";"BU17110548";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110548";
"23926";"20300";"MW00000";"BU17110548";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110548";
"23927";"20300";"MW00000";"BU17110548";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110548";
"23928";"20300";"MW00000";"BU17110548";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110548";
"23929";"20300";"MW00000";"BU17110548";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110548";
"23930";"20300";"MW00000";"BU17110549";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110549";
"23931";"20300";"MW00000";"BU17110549";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110549";
"23932";"20300";"MW00000";"BU17110549";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110549";
"23933";"20300";"MW00000";"BU17110549";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110549";
"23934";"20300";"MW00000";"BU17110549";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110549";
"23935";"20300";"MW00000";"BU17110551";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110551";
"23936";"20300";"MW00000";"BU17110551";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110551";
"23937";"20300";"MW00000";"BU17110551";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110551";
"23938";"20300";"MW00000";"BU17110551";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110551";
"23939";"20300";"MW00000";"BU17110551";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110551";
"23940";"20300";"MW00000";"BU17110554";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110554";
"23941";"20300";"MW00000";"BU17110554";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110554";
"23942";"20300";"MW00000";"BU17110554";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110554";
"23943";"20300";"MW00000";"BU17110554";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110554";
"23944";"20300";"MW00000";"BU17110554";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110554";
"23945";"20300";"MW00000";"BU17110555";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110555";
"23946";"20300";"MW00000";"BU17110555";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110555";
"23947";"20300";"MW00000";"BU17110555";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110555";
"23948";"20300";"MW00000";"BU17110555";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110555";
"23949";"20300";"MW00000";"BU17110555";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110555";
"23950";"20300";"MW00000";"BU17110557";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110557";
"23951";"20300";"MW00000";"BU17110557";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110557";
"23952";"20300";"MW00000";"BU17110557";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110557";
"23953";"20300";"MW00000";"BU17110557";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110557";
"23954";"20300";"MW00000";"BU17110557";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110557";
"23955";"20300";"MW00000";"BU17110569";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110569";"8.9"
"23956";"20300";"MW00000";"BU17110569";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110569";"7.1"
"23957";"20300";"MW00000";"BU17110569";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110569";"4.4"
"23958";"20300";"MW00000";"BU17110569";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110569";"7.4"
"23959";"20300";"MW00000";"BU17110569";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110569";"5.7"
"23960";"20300";"MW00000";"WK171106  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171106  ";"15.2"
"23961";"20300";"MW00000";"WK171106  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171106  ";"13.6"
"23962";"20300";"MW00000";"WK171106  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171106  ";"8.1"
"23963";"20300";"MW00000";"WK171106  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171106  ";"12.9"
"23964";"20300";"MW00000";"WK171106  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171106  ";"9"
"23965";"20300";"MW00000";"BU17110628";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110628";"12.4"
"23966";"20300";"MW00000";"BU17110628";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110628";"13.7"
"23967";"20300";"MW00000";"BU17110628";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110628";"8.1"
"23968";"20300";"MW00000";"BU17110628";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110628";"11.5"
"23969";"20300";"MW00000";"BU17110628";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110628";"9.4"
"23970";"20300";"MW00000";"BU17110629";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110629";
"23971";"20300";"MW00000";"BU17110629";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110629";
"23972";"20300";"MW00000";"BU17110629";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110629";
"23973";"20300";"MW00000";"BU17110629";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110629";
"23974";"20300";"MW00000";"BU17110629";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110629";
"23975";"20300";"MW00000";"BU17110630";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110630";"15.6"
"23976";"20300";"MW00000";"BU17110630";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110630";"13.3"
"23977";"20300";"MW00000";"BU17110630";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110630";"7.9"
"23978";"20300";"MW00000";"BU17110630";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110630";"13.1"
"23979";"20300";"MW00000";"BU17110630";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110630";"8.5"
"23980";"20300";"MW00000";"WK171107  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171107  ";"19"
"23981";"20300";"MW00000";"WK171107  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171107  ";"15.2"
"23982";"20300";"MW00000";"WK171107  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171107  ";"9.6"
"23983";"20300";"MW00000";"WK171107  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171107  ";"15.1"
"23984";"20300";"MW00000";"WK171107  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171107  ";"11.7"
"23985";"20300";"MW00000";"BU17110731";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110731";"13.9"
"23986";"20300";"MW00000";"BU17110731";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110731";"9.2"
"23987";"20300";"MW00000";"BU17110731";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110731";"5.4"
"23988";"20300";"MW00000";"BU17110731";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110731";"10.2"
"23989";"20300";"MW00000";"BU17110731";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110731";"7.1"
"23990";"20300";"MW00000";"BU17110732";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110732";"17.8"
"23991";"20300";"MW00000";"BU17110732";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110732";"14.9"
"23992";"20300";"MW00000";"BU17110732";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110732";"9.4"
"23993";"20300";"MW00000";"BU17110732";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110732";"15"
"23994";"20300";"MW00000";"BU17110732";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110732";"11.3"
"23995";"20300";"MW00000";"BU17110733";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110733";
"23996";"20300";"MW00000";"BU17110733";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110733";
"23997";"20300";"MW00000";"BU17110733";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110733";
"23998";"20300";"MW00000";"BU17110733";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110733";
"23999";"20300";"MW00000";"BU17110733";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110733";
"24000";"20300";"MW00000";"BU17110734";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110734";
"24001";"20300";"MW00000";"BU17110734";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110734";
"24002";"20300";"MW00000";"BU17110734";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110734";
"24003";"20300";"MW00000";"BU17110734";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110734";
"24004";"20300";"MW00000";"BU17110734";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110734";
"24005";"20300";"MW00000";"BU17110735";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110735";"22.4"
"24006";"20300";"MW00000";"BU17110735";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110735";"17.7"
"24007";"20300";"MW00000";"BU17110735";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110735";"11.5"
"24008";"20300";"MW00000";"BU17110735";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110735";"17"
"24009";"20300";"MW00000";"BU17110735";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110735";"14"
"24010";"20300";"MW00000";"BU17110750";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110750";
"24011";"20300";"MW00000";"BU17110750";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110750";
"24012";"20300";"MW00000";"BU17110750";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110750";
"24013";"20300";"MW00000";"BU17110750";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110750";
"24014";"20300";"MW00000";"BU17110750";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110750";
"24015";"20300";"MW00000";"WK171108  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171108  ";"17.4"
"24016";"20300";"MW00000";"WK171108  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171108  ";"13.4"
"24017";"20300";"MW00000";"WK171108  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171108  ";"8.1"
"24018";"20300";"MW00000";"WK171108  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171108  ";"12.5"
"24019";"20300";"MW00000";"WK171108  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171108  ";"9.6"
"24020";"20300";"MW00000";"BU17110836";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110836";
"24021";"20300";"MW00000";"BU17110836";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110836";
"24022";"20300";"MW00000";"BU17110836";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110836";
"24023";"20300";"MW00000";"BU17110836";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110836";
"24024";"20300";"MW00000";"BU17110836";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110836";
"24025";"20300";"MW00000";"BU17110837";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110837";"17"
"24026";"20300";"MW00000";"BU17110837";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110837";"12.6"
"24027";"20300";"MW00000";"BU17110837";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110837";"7.3"
"24028";"20300";"MW00000";"BU17110837";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110837";"11.6"
"24029";"20300";"MW00000";"BU17110837";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110837";"9"
"24030";"20300";"MW00000";"WK171109  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171109  ";"18.7"
"24031";"20300";"MW00000";"WK171109  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171109  ";"13.9"
"24032";"20300";"MW00000";"WK171109  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171109  ";"8.8"
"24033";"20300";"MW00000";"WK171109  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171109  ";"14.5"
"24034";"20300";"MW00000";"WK171109  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171109  ";"10.2"
"24035";"20300";"MW00000";"BU17110938";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110938";
"24036";"20300";"MW00000";"BU17110938";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110938";
"24037";"20300";"MW00000";"BU17110938";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110938";
"24038";"20300";"MW00000";"BU17110938";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110938";
"24039";"20300";"MW00000";"BU17110938";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110938";
"24040";"20300";"MW00000";"BU17110939";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110939";"19.7"
"24041";"20300";"MW00000";"BU17110939";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110939";"14.8"
"24042";"20300";"MW00000";"BU17110939";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110939";"9.5"
"24043";"20300";"MW00000";"BU17110939";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110939";"15.7"
"24044";"20300";"MW00000";"BU17110939";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110939";"10.9"
"24045";"20300";"MW00000";"BU17110940";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110940";"17.8"
"24046";"20300";"MW00000";"BU17110940";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110940";"12.9"
"24047";"20300";"MW00000";"BU17110940";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110940";"8.1"
"24048";"20300";"MW00000";"BU17110940";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110940";"13.2"
"24049";"20300";"MW00000";"BU17110940";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17110940";"9.6"
"24050";"20300";"MW00000";"WK171110  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171110  ";"16.1"
"24051";"20300";"MW00000";"WK171110  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171110  ";"11.4"
"24052";"20300";"MW00000";"WK171110  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171110  ";"6.6"
"24053";"20300";"MW00000";"WK171110  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171110  ";"11.9"
"24054";"20300";"MW00000";"WK171110  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171110  ";"7.3"
"24055";"20300";"MW00000";"BU17111041";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111041";"15.8"
"24056";"20300";"MW00000";"BU17111041";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111041";"10.8"
"24057";"20300";"MW00000";"BU17111041";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111041";"6.3"
"24058";"20300";"MW00000";"BU17111041";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111041";"11.5"
"24059";"20300";"MW00000";"BU17111041";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111041";"7.2"
"24060";"20300";"MW00000";"BU17111042";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111042";"18.9"
"24061";"20300";"MW00000";"BU17111042";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111042";"16.8"
"24062";"20300";"MW00000";"BU17111042";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111042";"9.1"
"24063";"20300";"MW00000";"BU17111042";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111042";"14.9"
"24064";"20300";"MW00000";"BU17111042";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111042";"8.8"
"24065";"20300";"MW00000";"WK171111  ";"2012JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171111  ";"19"
"24066";"20300";"MW00000";"WK171111  ";"2016JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171111  ";"15.5"
"24067";"20300";"MW00000";"WK171111  ";"2020JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171111  ";"10.4"
"24068";"20300";"MW00000";"WK171111  ";"2022JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171111  ";"14.6"
"24069";"20300";"MW00000";"WK171111  ";"2024JJ00";"Echt-Susteren                           ";"Wijk    ";"WK171111  ";"12.3"
"24070";"20300";"MW00000";"BU17111143";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111143";"19.1"
"24071";"20300";"MW00000";"BU17111143";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111143";"15.8"
"24072";"20300";"MW00000";"BU17111143";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111143";"10.7"
"24073";"20300";"MW00000";"BU17111143";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111143";"15"
"24074";"20300";"MW00000";"BU17111143";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111143";"12.5"
"24075";"20300";"MW00000";"BU17111144";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111144";
"24076";"20300";"MW00000";"BU17111144";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111144";
"24077";"20300";"MW00000";"BU17111144";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111144";
"24078";"20300";"MW00000";"BU17111144";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111144";
"24079";"20300";"MW00000";"BU17111144";"2024JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111144";
"24080";"20300";"MW00000";"BU17111145";"2012JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111145";
"24081";"20300";"MW00000";"BU17111145";"2016JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111145";
"24082";"20300";"MW00000";"BU17111145";"2020JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111145";
"24083";"20300";"MW00000";"BU17111145";"2022JJ00";"Echt-Susteren                           ";"Buurt   ";"BU17111145";
