"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"MoeiteMetRondkomen_32"
"54880";"20300";"MW00000";"WK094601  ";"2012JJ00";"Nederweert                              ";"Wijk    ";"WK094601  ";"16.7"
"54881";"20300";"MW00000";"WK094601  ";"2016JJ00";"Nederweert                              ";"Wijk    ";"WK094601  ";"13.7"
"54882";"20300";"MW00000";"WK094601  ";"2020JJ00";"Nederweert                              ";"Wijk    ";"WK094601  ";"8.9"
"54883";"20300";"MW00000";"WK094601  ";"2022JJ00";"Nederweert                              ";"Wijk    ";"WK094601  ";"13.9"
"54884";"20300";"MW00000";"WK094601  ";"2024JJ00";"Nederweert                              ";"Wijk    ";"WK094601  ";"10.2"
"54885";"20300";"MW00000";"BU09460101";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460101";"17.4"
"54886";"20300";"MW00000";"BU09460101";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460101";"14.1"
"54887";"20300";"MW00000";"BU09460101";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460101";"9.2"
"54888";"20300";"MW00000";"BU09460101";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460101";"14.5"
"54889";"20300";"MW00000";"BU09460101";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460101";"10.5"
"54890";"20300";"MW00000";"BU09460102";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460102";"13.4"
"54891";"20300";"MW00000";"BU09460102";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460102";"12.5"
"54892";"20300";"MW00000";"BU09460102";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460102";"8.6"
"54893";"20300";"MW00000";"BU09460102";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460102";"9.6"
"54894";"20300";"MW00000";"BU09460102";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460102";"8.2"
"54895";"20300";"MW00000";"BU09460103";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460103";"12.9"
"54896";"20300";"MW00000";"BU09460103";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460103";"11.6"
"54897";"20300";"MW00000";"BU09460103";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460103";"7.7"
"54898";"20300";"MW00000";"BU09460103";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460103";"10.1"
"54899";"20300";"MW00000";"BU09460103";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460103";"8.1"
"54900";"20300";"MW00000";"BU09460104";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460104";"11.8"
"54901";"20300";"MW00000";"BU09460104";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460104";"9.9"
"54902";"20300";"MW00000";"BU09460104";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460104";"5.9"
"54903";"20300";"MW00000";"BU09460104";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460104";"10.8"
"54904";"20300";"MW00000";"BU09460104";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460104";"7.1"
"54905";"20300";"MW00000";"WK094602  ";"2012JJ00";"Nederweert                              ";"Wijk    ";"WK094602  ";"16"
"54906";"20300";"MW00000";"WK094602  ";"2016JJ00";"Nederweert                              ";"Wijk    ";"WK094602  ";"13"
"54907";"20300";"MW00000";"WK094602  ";"2020JJ00";"Nederweert                              ";"Wijk    ";"WK094602  ";"8.5"
"54908";"20300";"MW00000";"WK094602  ";"2022JJ00";"Nederweert                              ";"Wijk    ";"WK094602  ";"13.2"
"54909";"20300";"MW00000";"WK094602  ";"2024JJ00";"Nederweert                              ";"Wijk    ";"WK094602  ";"9.8"
"54910";"20300";"MW00000";"BU09460201";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460201";"16.3"
"54911";"20300";"MW00000";"BU09460201";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460201";"13.2"
"54912";"20300";"MW00000";"BU09460201";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460201";"8.7"
"54913";"20300";"MW00000";"BU09460201";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460201";"12.9"
"54914";"20300";"MW00000";"BU09460201";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460201";"9.6"
"54915";"20300";"MW00000";"BU09460202";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460202";"13"
"54916";"20300";"MW00000";"BU09460202";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460202";"11"
"54917";"20300";"MW00000";"BU09460202";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460202";"7"
"54918";"20300";"MW00000";"BU09460202";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460202";"15.2"
"54919";"20300";"MW00000";"BU09460202";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460202";"11.1"
"54920";"20300";"MW00000";"WK094603  ";"2012JJ00";"Nederweert                              ";"Wijk    ";"WK094603  ";"15.1"
"54921";"20300";"MW00000";"WK094603  ";"2016JJ00";"Nederweert                              ";"Wijk    ";"WK094603  ";"12.4"
"54922";"20300";"MW00000";"WK094603  ";"2020JJ00";"Nederweert                              ";"Wijk    ";"WK094603  ";"7.4"
"54923";"20300";"MW00000";"WK094603  ";"2022JJ00";"Nederweert                              ";"Wijk    ";"WK094603  ";"12.6"
"54924";"20300";"MW00000";"WK094603  ";"2024JJ00";"Nederweert                              ";"Wijk    ";"WK094603  ";"10.1"
"54925";"20300";"MW00000";"BU09460301";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460301";"15.8"
"54926";"20300";"MW00000";"BU09460301";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460301";"12.3"
"54927";"20300";"MW00000";"BU09460301";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460301";"7.9"
"54928";"20300";"MW00000";"BU09460301";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460301";"13.5"
"54929";"20300";"MW00000";"BU09460301";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460301";"10.3"
"54930";"20300";"MW00000";"BU09460302";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460302";"14.1"
"54931";"20300";"MW00000";"BU09460302";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460302";"10.9"
"54932";"20300";"MW00000";"BU09460302";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460302";"5.6"
"54933";"20300";"MW00000";"BU09460302";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460302";"10.1"
"54934";"20300";"MW00000";"BU09460302";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460302";"7.9"
"54935";"20300";"MW00000";"BU09460303";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460303";"14.1"
"54936";"20300";"MW00000";"BU09460303";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460303";"12.1"
"54937";"20300";"MW00000";"BU09460303";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460303";"6.4"
"54938";"20300";"MW00000";"BU09460303";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460303";"10.7"
"54939";"20300";"MW00000";"BU09460303";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460303";"9.6"
"54940";"20300";"MW00000";"BU09460304";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460304";"14.3"
"54941";"20300";"MW00000";"BU09460304";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460304";"14.1"
"54942";"20300";"MW00000";"BU09460304";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460304";"8"
"54943";"20300";"MW00000";"BU09460304";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460304";"11.9"
"54944";"20300";"MW00000";"BU09460304";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460304";"10.2"
"54945";"20300";"MW00000";"BU09460305";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460305";"13.1"
"54946";"20300";"MW00000";"BU09460305";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460305";"14.2"
"54947";"20300";"MW00000";"BU09460305";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460305";"6.9"
"54948";"20300";"MW00000";"BU09460305";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460305";"12.1"
"54949";"20300";"MW00000";"BU09460305";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460305";"12.1"
"54950";"20300";"MW00000";"WK094604  ";"2012JJ00";"Nederweert                              ";"Wijk    ";"WK094604  ";"14"
"54951";"20300";"MW00000";"WK094604  ";"2016JJ00";"Nederweert                              ";"Wijk    ";"WK094604  ";"10.6"
"54952";"20300";"MW00000";"WK094604  ";"2020JJ00";"Nederweert                              ";"Wijk    ";"WK094604  ";"6.7"
"54953";"20300";"MW00000";"WK094604  ";"2022JJ00";"Nederweert                              ";"Wijk    ";"WK094604  ";"12"
"54954";"20300";"MW00000";"WK094604  ";"2024JJ00";"Nederweert                              ";"Wijk    ";"WK094604  ";"7.7"
"54955";"20300";"MW00000";"BU09460401";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460401";"13.8"
"54956";"20300";"MW00000";"BU09460401";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460401";"10.6"
"54957";"20300";"MW00000";"BU09460401";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460401";"6.7"
"54958";"20300";"MW00000";"BU09460401";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460401";"12.1"
"54959";"20300";"MW00000";"BU09460401";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460401";"7.7"
"54960";"20300";"MW00000";"BU09460402";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460402";"15.3"
"54961";"20300";"MW00000";"BU09460402";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460402";"10.7"
"54962";"20300";"MW00000";"BU09460402";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460402";"6.5"
"54963";"20300";"MW00000";"BU09460402";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460402";"11.2"
"54964";"20300";"MW00000";"BU09460402";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460402";"7.7"
"54965";"20300";"MW00000";"WK094605  ";"2012JJ00";"Nederweert                              ";"Wijk    ";"WK094605  ";"16.3"
"54966";"20300";"MW00000";"WK094605  ";"2016JJ00";"Nederweert                              ";"Wijk    ";"WK094605  ";"13.7"
"54967";"20300";"MW00000";"WK094605  ";"2020JJ00";"Nederweert                              ";"Wijk    ";"WK094605  ";"7.5"
"54968";"20300";"MW00000";"WK094605  ";"2022JJ00";"Nederweert                              ";"Wijk    ";"WK094605  ";"13.5"
"54969";"20300";"MW00000";"WK094605  ";"2024JJ00";"Nederweert                              ";"Wijk    ";"WK094605  ";"10.4"
"54970";"20300";"MW00000";"BU09460501";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460501";"16.1"
"54971";"20300";"MW00000";"BU09460501";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460501";"13.4"
"54972";"20300";"MW00000";"BU09460501";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460501";"7.4"
"54973";"20300";"MW00000";"BU09460501";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460501";"13.5"
"54974";"20300";"MW00000";"BU09460501";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460501";"9.1"
"54975";"20300";"MW00000";"BU09460502";"2012JJ00";"Nederweert                              ";"Buurt   ";"BU09460502";"17.1"
"54976";"20300";"MW00000";"BU09460502";"2016JJ00";"Nederweert                              ";"Buurt   ";"BU09460502";"14.4"
"54977";"20300";"MW00000";"BU09460502";"2020JJ00";"Nederweert                              ";"Buurt   ";"BU09460502";"8.1"
"54978";"20300";"MW00000";"BU09460502";"2022JJ00";"Nederweert                              ";"Buurt   ";"BU09460502";"13.7"
"54979";"20300";"MW00000";"BU09460502";"2024JJ00";"Nederweert                              ";"Buurt   ";"BU09460502";"14.8"
"54980";"20300";"MW00000";"GM0356    ";"2012JJ00";"Nieuwegein                              ";"Gemeente";"GM0356    ";"23.7"
"54981";"20300";"MW00000";"GM0356    ";"2016JJ00";"Nieuwegein                              ";"Gemeente";"GM0356    ";"19.1"
"54982";"20300";"MW00000";"GM0356    ";"2020JJ00";"Nieuwegein                              ";"Gemeente";"GM0356    ";"13.5"
"54983";"20300";"MW00000";"GM0356    ";"2022JJ00";"Nieuwegein                              ";"Gemeente";"GM0356    ";"20.4"
"54984";"20300";"MW00000";"GM0356    ";"2024JJ00";"Nieuwegein                              ";"Gemeente";"GM0356    ";"14.7"
"54985";"20300";"MW00000";"WK035601  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035601  ";"28.2"
"54986";"20300";"MW00000";"WK035601  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035601  ";"24"
"54987";"20300";"MW00000";"WK035601  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035601  ";"18"
"54988";"20300";"MW00000";"WK035601  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035601  ";"25.7"
"54989";"20300";"MW00000";"WK035601  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035601  ";"18.5"
"54990";"20300";"MW00000";"BU03560101";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560101";"25.3"
"54991";"20300";"MW00000";"BU03560101";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560101";"21.1"
"54992";"20300";"MW00000";"BU03560101";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560101";"15.6"
"54993";"20300";"MW00000";"BU03560101";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560101";"21.9"
"54994";"20300";"MW00000";"BU03560101";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560101";"16.1"
"54995";"20300";"MW00000";"BU03560102";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560102";"36.3"
"54996";"20300";"MW00000";"BU03560102";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560102";"31.8"
"54997";"20300";"MW00000";"BU03560102";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560102";"24.1"
"54998";"20300";"MW00000";"BU03560102";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560102";"34.4"
"54999";"20300";"MW00000";"BU03560102";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560102";"24.7"
"55000";"20300";"MW00000";"BU03560103";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560103";"18.5"
"55001";"20300";"MW00000";"BU03560103";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560103";"14.7"
"55002";"20300";"MW00000";"BU03560103";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560103";"10.7"
"55003";"20300";"MW00000";"BU03560103";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560103";"16.1"
"55004";"20300";"MW00000";"BU03560103";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560103";"12.1"
"55005";"20300";"MW00000";"WK035602  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035602  ";"23.6"
"55006";"20300";"MW00000";"WK035602  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035602  ";"19.2"
"55007";"20300";"MW00000";"WK035602  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035602  ";"13.4"
"55008";"20300";"MW00000";"WK035602  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035602  ";"19.1"
"55009";"20300";"MW00000";"WK035602  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035602  ";"13.9"
"55010";"20300";"MW00000";"BU03560201";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560201";"23.6"
"55011";"20300";"MW00000";"BU03560201";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560201";"21.4"
"55012";"20300";"MW00000";"BU03560201";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560201";"14.9"
"55013";"20300";"MW00000";"BU03560201";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560201";"20.9"
"55014";"20300";"MW00000";"BU03560201";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560201";"15.4"
"55015";"20300";"MW00000";"BU03560202";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560202";"23.6"
"55016";"20300";"MW00000";"BU03560202";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560202";"17.4"
"55017";"20300";"MW00000";"BU03560202";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560202";"12.1"
"55018";"20300";"MW00000";"BU03560202";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560202";"17.5"
"55019";"20300";"MW00000";"BU03560202";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560202";"12.5"
"55020";"20300";"MW00000";"WK035603  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035603  ";"24.3"
"55021";"20300";"MW00000";"WK035603  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035603  ";"18.8"
"55022";"20300";"MW00000";"WK035603  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035603  ";"13.7"
"55023";"20300";"MW00000";"WK035603  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035603  ";"20.6"
"55024";"20300";"MW00000";"WK035603  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035603  ";"14.8"
"55025";"20300";"MW00000";"BU03560301";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560301";"31.2"
"55026";"20300";"MW00000";"BU03560301";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560301";"25.4"
"55027";"20300";"MW00000";"BU03560301";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560301";"19.8"
"55028";"20300";"MW00000";"BU03560301";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560301";"28.4"
"55029";"20300";"MW00000";"BU03560301";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560301";"20.6"
"55030";"20300";"MW00000";"BU03560302";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560302";"29.8"
"55031";"20300";"MW00000";"BU03560302";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560302";"24.8"
"55032";"20300";"MW00000";"BU03560302";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560302";"18.4"
"55033";"20300";"MW00000";"BU03560302";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560302";"26.9"
"55034";"20300";"MW00000";"BU03560302";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560302";"19.6"
"55035";"20300";"MW00000";"BU03560303";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560303";"16.4"
"55036";"20300";"MW00000";"BU03560303";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560303";"10.7"
"55037";"20300";"MW00000";"BU03560303";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560303";"6.7"
"55038";"20300";"MW00000";"BU03560303";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560303";"11.4"
"55039";"20300";"MW00000";"BU03560303";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560303";"7.8"
"55040";"20300";"MW00000";"WK035604  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035604  ";"23.8"
"55041";"20300";"MW00000";"WK035604  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035604  ";"18.5"
"55042";"20300";"MW00000";"WK035604  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035604  ";"12.8"
"55043";"20300";"MW00000";"WK035604  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035604  ";"19.7"
"55044";"20300";"MW00000";"WK035604  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035604  ";"14"
"55045";"20300";"MW00000";"BU03560401";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560401";"30"
"55046";"20300";"MW00000";"BU03560401";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560401";"24"
"55047";"20300";"MW00000";"BU03560401";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560401";"17.2"
"55048";"20300";"MW00000";"BU03560401";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560401";"25.8"
"55049";"20300";"MW00000";"BU03560401";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560401";"18.3"
"55050";"20300";"MW00000";"BU03560402";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560402";"24.7"
"55051";"20300";"MW00000";"BU03560402";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560402";"19.8"
"55052";"20300";"MW00000";"BU03560402";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560402";"13.9"
"55053";"20300";"MW00000";"BU03560402";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560402";"21"
"55054";"20300";"MW00000";"BU03560402";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560402";"15.4"
"55055";"20300";"MW00000";"BU03560403";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560403";"17"
"55056";"20300";"MW00000";"BU03560403";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560403";"11.9"
"55057";"20300";"MW00000";"BU03560403";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560403";"7.4"
"55058";"20300";"MW00000";"BU03560403";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560403";"12"
"55059";"20300";"MW00000";"BU03560403";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560403";"8.2"
"55060";"20300";"MW00000";"WK035605  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035605  ";"21.7"
"55061";"20300";"MW00000";"WK035605  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035605  ";"17.4"
"55062";"20300";"MW00000";"WK035605  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035605  ";"11.7"
"55063";"20300";"MW00000";"WK035605  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035605  ";"17.7"
"55064";"20300";"MW00000";"WK035605  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035605  ";"12.6"
"55065";"20300";"MW00000";"BU03560501";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560501";"23.3"
"55066";"20300";"MW00000";"BU03560501";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560501";"18.1"
"55067";"20300";"MW00000";"BU03560501";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560501";"12.9"
"55068";"20300";"MW00000";"BU03560501";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560501";"19.1"
"55069";"20300";"MW00000";"BU03560501";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560501";"14.3"
"55070";"20300";"MW00000";"BU03560502";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560502";"21.2"
"55071";"20300";"MW00000";"BU03560502";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560502";"17.6"
"55072";"20300";"MW00000";"BU03560502";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560502";"11.6"
"55073";"20300";"MW00000";"BU03560502";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560502";"18.2"
"55074";"20300";"MW00000";"BU03560502";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560502";"12.8"
"55075";"20300";"MW00000";"BU03560503";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560503";"20.6"
"55076";"20300";"MW00000";"BU03560503";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560503";"16.5"
"55077";"20300";"MW00000";"BU03560503";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560503";"10.5"
"55078";"20300";"MW00000";"BU03560503";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560503";"16.1"
"55079";"20300";"MW00000";"BU03560503";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560503";"10.8"
"55080";"20300";"MW00000";"WK035606  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035606  ";"19.5"
"55081";"20300";"MW00000";"WK035606  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035606  ";"15.3"
"55082";"20300";"MW00000";"WK035606  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035606  ";"12"
"55083";"20300";"MW00000";"WK035606  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035606  ";"16.7"
"55084";"20300";"MW00000";"WK035606  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035606  ";"11.5"
"55085";"20300";"MW00000";"BU03560600";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560600";"19.5"
"55086";"20300";"MW00000";"BU03560600";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560600";"15.3"
"55087";"20300";"MW00000";"BU03560600";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560600";"12"
"55088";"20300";"MW00000";"BU03560600";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560600";"16.7"
"55089";"20300";"MW00000";"BU03560600";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560600";"11.5"
"55090";"20300";"MW00000";"WK035607  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035607  ";"19.1"
"55091";"20300";"MW00000";"WK035607  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035607  ";"12.8"
"55092";"20300";"MW00000";"WK035607  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035607  ";"9.7"
"55093";"20300";"MW00000";"WK035607  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035607  ";"14.7"
"55094";"20300";"MW00000";"WK035607  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035607  ";"10.8"
"55095";"20300";"MW00000";"BU03560700";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560700";"19.1"
"55096";"20300";"MW00000";"BU03560700";"2016JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560700";"12.8"
"55097";"20300";"MW00000";"BU03560700";"2020JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560700";"9.7"
"55098";"20300";"MW00000";"BU03560700";"2022JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560700";"14.7"
"55099";"20300";"MW00000";"BU03560700";"2024JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560700";"10.8"
"55100";"20300";"MW00000";"WK035608  ";"2012JJ00";"Nieuwegein                              ";"Wijk    ";"WK035608  ";"18.7"
"55101";"20300";"MW00000";"WK035608  ";"2016JJ00";"Nieuwegein                              ";"Wijk    ";"WK035608  ";"14.6"
"55102";"20300";"MW00000";"WK035608  ";"2020JJ00";"Nieuwegein                              ";"Wijk    ";"WK035608  ";"9.7"
"55103";"20300";"MW00000";"WK035608  ";"2022JJ00";"Nieuwegein                              ";"Wijk    ";"WK035608  ";"14.4"
"55104";"20300";"MW00000";"WK035608  ";"2024JJ00";"Nieuwegein                              ";"Wijk    ";"WK035608  ";"9.8"
"55105";"20300";"MW00000";"BU03560801";"2012JJ00";"Nieuwegein                              ";"Buurt   ";"BU03560801";"16.6"
